Category,City,Customer Name,Discount,Manufacturer,Order ID,Product Name,Profit,Quantity,Region,Sales,Segment,Order Date,Ship Date,Ship Mode,State,Sub-Category,Product Container,Store Name,New Transportation,Unit Price,Shipping Cost,Priority
Office Supplies,Dabhoi,M Aghav ,0.4,Ibico,HKG-2017-83044,"Ibico 3-Hole Punch, Recycled",4,2,West,37,Consumer,2018/4/23,2018/4/29,Standard Class,Gujarat,Binders,Wrap Bag,Weaver,Regular Air,5.58,0.7,Urgent
Office Supplies,Dhanbad,Divya Lavakumar ,0.4,Fellowes,HKG-2017-83044,"Fellowes Shelving, Industrial",-15,1,Central,35,Consumer,2018/4/23,2018/4/29,Standard Class,Jharkhand,Storage,Small Box,Sanchez,Regular Air,15.7,11.25,Not Specified
Office Supplies,Gobindpur,Chetan Sharma ,0.4,Novimex,HKG-2017-84332,"Novimex Color Coded Labels, Adjustable",-5,2,Central,12,Corporate,2018/7/28,2018/7/29,First Class,Jharkhand,Labels,Small Box,Waynoka,Regular Air,17.98,4,Medium
Office Supplies,Imphal,Neelkantan BALAJI ,0.4,Hon,HKG-2016-82239,"Hon Shipping Labels, 5000 Label Set",-5,2,North East,14,Corporate,2017/10/12,2017/10/17,Second Class,Manipur,Labels,Small Box,Robertson,Regular Air,4.98,7.44,Medium
Office Supplies,Baran,Srinivasu Khwaja ,0.4,Boston,HKG-2016-86915,"Boston Pencil Sharpener, Easy-Erase",7,6,North,109,Corporate,2017/7/26,2017/7/31,Standard Class,Rajasthan,Art,Small Box,Waynoka,Regular Air,125.99,8.99,Medium
Office Supplies,Baran,Pradeep Shah ,0.4,Ibico,HKG-2016-86915,"Ibico Binding Machine, Economy",-1,2,North,62,Corporate,2017/7/26,2017/7/31,Standard Class,Rajasthan,Binders,Small Box,Snyder,Express Air,30.56,2.99,Not Specified
Office Supplies,Sikar,Sunil Jeevanandam ,0.4,Stiletto,HKG-2017-86670,"Stiletto Ruler, Serrated",-38,10,North,69,Corporate,2018/8/14,2018/8/18,Standard Class,Rajasthan,Supplies,Small Box,Anderson,Express Air,12.28,6.13,Low
Technology,Ootacamund,Jeyaraman Jayesh ,0.4,Hewlett,HKG-2017-86670,"Hewlett Personal Copier, Laser",-208,4,South,346,Corporate,2018/8/14,2018/8/18,Standard Class,Tamil Nadu,Copiers,Small Box,Robertson,Regular Air,9.65,6.22,Medium
Furniture,Rameswaram,Siddharth Nathan ,0.4,Rubbermaid,HKG-2015-81189,"Rubbermaid Frame, Duo Pack",22,2,South,132,Consumer,2016/1/19,2016/1/25,Standard Class,Tamil Nadu,Furnishings,Small Box,Sanchez,Regular Air,15.7,11.25,Not Specified
Furniture,Mirzapur,Ashutosh Gaur ,0.4,Ikea,HKG-2015-81189,"Ikea 3-Shelf Cabinet, Traditional",6,2,East,171,Consumer,2016/1/19,2016/1/25,Standard Class,Uttar Pradesh,Bookcases,Wrap Bag,Weaver,Regular Air,5.58,0.7,Urgent
Office Supplies,Etawah,Lingaraj Swamy ,0.4,Advantus,HKG-2015-81189,"Advantus Push Pins, Assorted Sizes",0,2,East,14,Consumer,2016/1/19,2016/1/25,Standard Class,Uttar Pradesh,Fasteners,Wrap Bag,Wilson,Regular Air,14.2,5.3,Not Specified
Office Supplies,Jaunpur,Naveen Nelutla ,0.4,Elite,HKG-2015-81189,"Elite Trimmer, Steel",0,2,East,49,Consumer,2016/1/19,2016/1/25,Standard Class,Uttar Pradesh,Supplies,Wrap Bag,Wilson,Regular Air,14.2,5.3,Not Specified
Office Supplies,Bankura,Sanjay Subramaniyam ,0.4,Boston,HKG-2017-81364,"Boston Pencil Sharpener, Water Color",-8,4,East,70,Consumer,2018/11/5,2018/11/11,Standard Class,West Bengal,Art,Small Box,Waynoka,Regular Air,17.98,4,Medium
Furniture,Bhatpara,Saurabh K ,0.4,Lesro,HKG-2016-84500,"Lesro Round Table, Adjustable Height",-145,2,East,545,Consumer,2017/12/6,2017/12/10,Standard Class,West Bengal,Tables,Small Box,Waynoka,Regular Air,125.99,8.99,Medium
Technology,Khardaha,Satish Shetty ,0.4,Cisco,HKG-2016-84500,"Cisco Office Telephone, Cordless",-27,2,East,100,Consumer,2017/12/6,2017/12/10,Standard Class,West Bengal,Phones,Small Box,Snyder,Express Air,30.56,2.99,Not Specified
Office Supplies,Bagaha,Altap SUDHAKAR ,0.4,Hon,HKG-2016-84500,"Hon File Folder Labels, Alphabetical",1,2,East,10,Consumer,2017/12/6,2017/12/10,Standard Class,Bihar,Labels,Small Box,Waynoka,Regular Air,65.99,5.26,Medium
Furniture,Kawardha,Ajay Srirangam ,0.4,Dania,HKG-2016-84500,"Dania Floating Shelf Set, Mobile",-31,6,Central,619,Consumer,2017/12/6,2017/12/10,Standard Class,Chhattisgarh,Bookcases,Small Box,Dunn,Express Air,42.98,4.62,Urgent
Office Supplies,Botad,Yusuf Gomes ,0.4,Fellowes,HKG-2015-85711,"Fellowes Box, Single Width",-13,2,West,24,Consumer,2016/4/7,2016/4/12,Standard Class,Gujarat,Storage,Small Box,Dunn,Express Air,42.98,4.62,Urgent
Furniture,Dewas,Akhilesh Razdan ,0.4,Hon,HKG-2015-86656,"Hon Steel Folding Chair, Black",-82,4,Central,190,Home Office,2016/7/7,2016/7/7,Same Day,Madhya Pradesh,Chairs,Small Box,Gutierrez,Regular Air,48.04,7.23,Medium
Furniture,Akola,Shrinivas Kalra ,0.4,Hon,HKG-2017-84661,"Hon Steel Folding Chair, Black",-41,2,West,95,Consumer,2018/12/16,2018/12/21,Second Class,Maharashtra,Chairs,Small Box,Waynoka,Regular Air,65.99,5.26,Medium
Technology,Devakottai,Y K ,0.4,Samsung,HKG-2017-84661,"Samsung Signal Booster, VoIP",-96,2,South,164,Consumer,2018/12/16,2018/12/21,Second Class,Tamil Nadu,Phones,Small Box,Nichols,Regular Air,30.98,6.5,Low
Furniture,Bhatpara,Harsh Patil ,0.4,Ikea,HKG-2017-84661,"Ikea Classic Bookcase, Metal",-206,2,East,493,Consumer,2018/12/16,2018/12/21,Second Class,West Bengal,Bookcases,Small Box,Nichols,Regular Air,30.98,6.5,Low
Furniture,Krishnanagar,Jaswinder Bhardwaj ,0.4,Harbour Creations,HKG-2017-84661,"Harbour Creations Bag Chairs, Red",-5,4,East,148,Consumer,2018/12/16,2018/12/21,Second Class,West Bengal,Chairs,Small Box,Gutierrez,Regular Air,48.04,7.23,Medium
Office Supplies,Mangalagiri,Aniket Sharma ,0.4,Green Bar,HKG-2015-86607,"Green Bar Parchment Paper, Multicolor",-6,4,South,43,Consumer,2016/2/21,2016/2/25,Second Class,Andhra Pradesh,Paper,Small Box,Coleman,Regular Air,59.98,3.99,Medium
Furniture,Bilasipara,Asim Mane ,0.4,Advantus,HKG-2015-86607,"Advantus Stacking Tray, Durable",-5,6,North East,95,Consumer,2016/2/21,2016/2/25,Second Class,Assam,Furnishings,Small Box,Barnett,Regular Air,6.3,0.5,Urgent
Office Supplies,Bangalore,Tushar Shiatti ,0.4,Stiletto,HKG-2015-86607,"Stiletto Letter Opener, Easy Grip",-7,1,South,17,Consumer,2016/2/21,2016/2/25,Second Class,Karnataka,Supplies,Medium Box,Ferguson,Regular Air,1637.53,24.49,High
Furniture,Mannarakkat,Maulesh Bhatia ,0.4,Eldon,HKG-2015-86607,"Eldon Stacking Tray, Black",4,4,South,76,Consumer,2016/2/21,2016/2/25,Second Class,Kerala,Furnishings,Small Box,Barnett,Regular Air,6.3,0.5,Urgent
Furniture,Panna,Parmeshwar Talukdar ,0.4,Safco,HKG-2015-86607,"SAFCO Bag Chairs, Adjustable",-75,6,Central,187,Consumer,2016/2/21,2016/2/25,Second Class,Madhya Pradesh,Chairs,Jumbo Drum,Mcdonald,Delivery Truck,300.98,64.73,Urgent
Office Supplies,Satna,Sandeep Hanchanale ,0.6,Rogers,HKG-2017-83450,"Rogers Shelving, Industrial",-53,2,Central,50,Home Office,2018/11/26,2018/11/30,Standard Class,Madhya Pradesh,Storage,Small Box,Shaw,Express Air,205.99,3,High
Office Supplies,Teonthar,Sanjeev Balakrishnan ,0.6,Advantus,HKG-2017-83450,"Advantus Rubber Bands, 12 Pack",-15,2,Central,13,Home Office,2018/11/26,2018/11/30,Standard Class,Madhya Pradesh,Fasteners,Small Box,Cruz,Regular Air,4.98,7.54,Low
Office Supplies,Khopoli,Yashwant Dutta Roy ,0.6,Hamilton Beach,HKG-2017-83450,"Hamilton Beach Coffee Grinder, Black",-25,4,West,67,Home Office,2018/11/26,2018/11/30,Standard Class,Maharashtra,Appliances,Jumbo Drum,Mcdonald,Delivery Truck,300.98,64.73,Urgent
Technology,Nagpur,S. Vairagi ,0.4,Cisco,HKG-2014-84941,"Cisco Headset, Cordless",-58,4,West,219,Corporate,2015/11/19,2015/11/22,First Class,Maharashtra,Phones,Small Box,Shaw,Express Air,205.99,3,High
Office Supplies,Baramati,Joydev A ,0.4,Cuisinart,HKG-2014-84941,"Cuisinart Toaster, Red",-32,2,West,64,Corporate,2015/11/19,2015/11/22,First Class,Maharashtra,Appliances,Small Box,Cruz,Regular Air,4.98,7.54,Low
Office Supplies,Angul,Arunkumar Adkar ,0.4,SanDisk,HKG-2014-84941,"SanDisk Note Cards, Premium",-16,4,East,75,Corporate,2015/11/19,2015/11/22,First Class,Orissa,Paper,Wrap Bag,Lee,Regular Air,20.99,0.99,Low
Office Supplies,Jalandhar,V Mishra ,0.4,Ames,HKG-2016-86971,"Ames Interoffice Envelope, Security-Tint",-173,14,North,399,Consumer,2017/6/14,2017/6/20,Standard Class,Punjab,Envelopes,Medium Box,Ferguson,Regular Air,1637.53,24.49,High
Furniture,Beawar,Saminudeen Bhoir ,0.4,Eldon,HKG-2016-86971,"Eldon Door Stop, Duo Pack",-12,6,North,181,Consumer,2017/6/14,2017/6/20,Standard Class,Rajasthan,Furnishings,Wrap Bag,Fox,Regular Air,41.47,34.2,Medium
Office Supplies,Madurai,Pawan Gurram ,0.4,Ames,HKG-2016-86971,"Ames Interoffice Envelope, Recycled",-35,2,South,53,Consumer,2017/6/14,2017/6/20,Standard Class,Tamil Nadu,Envelopes,Small Box,Coleman,Regular Air,59.98,3.99,Medium
Office Supplies,Gorakhpur,Pooja Punewar ,0.4,Jiffy,HKG-2017-82694,"Jiffy Business Envelopes, Recycled",-8,2,East,18,Home Office,2018/8/15,2018/8/18,Second Class,Uttar Pradesh,Envelopes,Wrap Bag,Fox,Regular Air,41.47,34.2,Medium
Office Supplies,Deoria,Abha Babu ,0.4,Sanford,HKG-2017-82694,"Sanford Markers, Easy-Erase",-1,2,East,28,Home Office,2018/8/15,2018/8/18,Second Class,Uttar Pradesh,Art,Wrap Bag,Lee,Regular Air,20.99,0.99,Low
Office Supplies,Khammam,Neha Mendhe ,0.4,Ibico,HKG-2016-85732,"Ibico Binder Covers, Recycled",-10,2,South,17,Consumer,2017/12/19,2017/12/24,Second Class,Telangana,Binders,Small Pack,Hermingen,Regular Air,20.89,1.99,Not Specified
Technology,Yanamalakuduru,Ravi Shrivastava ,0.4,Enermax,HKG-2016-85732,"Enermax Numeric Keypad, Bluetooth",-41,2,South,69,Consumer,2017/12/19,2017/12/24,Second Class,Andhra Pradesh,Accessories,Small Box,Daniels,Regular Air,54.48,0.99,Low
Technology,Itanagar,Vaibhav Ananda ,0.4,Logitech,HKG-2017-84262,"Logitech Flash Drive, Erganomic",2,2,North East,34,Consumer,2018/10/13,2018/10/15,Second Class,Arunachal Pradesh,Accessories,Wrap Bag,Argoso,Regular Air,5.84,1.2,Not Specified
Office Supplies,Haflong,Renukesha Kashyap ,0.4,Hon,HKG-2017-84262,"Hon Color Coded Labels, 5000 Label Set",-4,4,North East,32,Consumer,2018/10/13,2018/10/15,Second Class,Assam,Labels,Small Box,Bryant,Express Air,39.98,7.12,High
Office Supplies,Biharsharif,Richard Sahasrabuddhe ,0.4,Kleencut,HKG-2015-81763,"Kleencut Letter Opener, Easy Grip",1,1,East,16,Consumer,2016/2/7,2016/2/11,Second Class,Bihar,Supplies,Small Box,Richardson,Regular Air,6.48,5.86,Not Specified
Furniture,Sonipat,Jadab Prakash ,0.6,Sauder,HKG-2015-81763,"Sauder Floating Shelf Set, Pine",-196,2,North,157,Consumer,2016/2/7,2016/2/11,Second Class,Haryana,Bookcases,Small Box,Andrews,Regular Air,10.98,5.14,Not Specified
Office Supplies,Jind,Anbumani Singh ,0.4,BIC,HKG-2017-85529,"BIC Pencil Sharpener, Easy-Erase",-1,1,North,18,Corporate,2018/5/8,2018/5/12,Standard Class,Haryana,Art,Small Box,Richardson,Regular Air,6.48,5.86,Not Specified
Technology,Jind,Subhasis Paste ,0.4,Brother,HKG-2017-85529,"Brother Ink, Laser",-80,2,North,177,Corporate,2018/5/8,2018/5/12,Standard Class,Haryana,Copiers,Small Pack,Franklin,Express Air,12.98,3.14,Medium
Furniture,Shimla,Savio Swami ,0.4,Sauder,HKG-2017-85529,"Sauder Classic Bookcase, Traditional",-52,4,North,1046,Corporate,2018/5/8,2018/5/12,Standard Class,Himachal Pradesh,Bookcases,Wrap Bag,Cement,Regular Air,39.98,9.2,Urgent
Furniture,Arkalgud,Amit Nagesh Rao ,0.4,Bush,HKG-2017-85529,"Bush Stackable Bookrack, Pine",-30,6,South,449,Corporate,2018/5/8,2018/5/12,Standard Class,Karnataka,Bookcases,Small Box,Daniels,Regular Air,54.48,0.99,Low
Technology,Udupi,Anurag Babu Popur ,0.4,Nokia,HKG-2016-83758,"Nokia Office Telephone, VoIP",-3,1,South,39,Corporate,2017/7/12,2017/7/16,Standard Class,Karnataka,Phones,Small Pack,Edwards,Regular Air,1.74,4.08,Medium
Furniture,Pāppinisseri,Himanshu GOWHAR ALI ,0.4,Bush,HKG-2016-83758,"Bush Floating Shelf Set, Traditional",-134,6,South,617,Corporate,2017/7/12,2017/7/16,Standard Class,Kerala,Bookcases,Small Box,Andrews,Regular Air,10.98,5.14,Not Specified
Office Supplies,Parbhani,Naga Khan ,0.4,KitchenAid,HKG-2017-83793,"KitchenAid Microwave, White",-74,2,West,370,Corporate,2018/1/23,2018/1/23,Same Day,Maharashtra,Appliances,Jumbo Box,Rice,Delivery Truck,58.14,36.61,Not Specified
Furniture,Garhshankar,Suresh Mukherjee ,0.4,Advantus,HKG-2017-83793,"Advantus Photo Frame, Duo Pack",-4,4,North,127,Corporate,2018/1/23,2018/1/23,Same Day,Punjab,Furnishings,Small Box,Bryant,Regular Air,6.48,8.74,High
Office Supplies,Bhilwara,Saranjeet Roy ,0.4,Sanford,HKG-2016-86243,"Sanford Canvas, Blue",-28,4,North,121,Home Office,2017/6/3,2017/6/8,Standard Class,Rajasthan,Art,Wrap Bag,Argoso,Regular Air,5.84,1.2,Not Specified
Office Supplies,Vellore,K Singh Kushwah ,0.4,Novimex,HKG-2016-86243,"Novimex File Folder Labels, 5000 Label Set",-16,6,South,31,Home Office,2017/6/3,2017/6/8,Standard Class,Tamil Nadu,Labels,Wrap Bag,Cement,Regular Air,39.98,9.2,Urgent
Technology,Chengalpattu,Vikas Sathawara ,0.4,Okidata,HKG-2017-82064,"Okidata Card Printer, Wireless",-127,2,South,211,Corporate,2018/11/5,2018/11/7,First Class,Tamil Nadu,Machines,Jumbo Box,Rice,Delivery Truck,58.14,36.61,Not Specified
Technology,Villupuram,Rohitsinh Meeni ,0.4,Cisco,HKG-2017-82064,"Cisco Speaker Phone, Cordless",-62,4,South,339,Corporate,2018/11/5,2018/11/7,First Class,Tamil Nadu,Phones,Small Box,Bryant,Express Air,39.98,7.12,High
Office Supplies,Khatauli,Kekada Chaurasia ,0.4,Rogers,HKG-2017-82064,"Rogers Lockers, Wire Frame",-202,4,East,506,Corporate,2018/11/5,2018/11/7,First Class,Uttar Pradesh,Storage,Small Pack,Hermingen,Regular Air,20.89,1.99,Not Specified
Technology,Agra,Ravi Swamy ,0.4,Enermax,HKG-2016-82092,"Enermax Keyboard, Bluetooth",-247,8,East,401,Consumer,2017/5/12,2017/5/17,Standard Class,Uttar Pradesh,Accessories,Small Box,Nelson,Regular Air,4.13,0.99,Low
Technology,Rishikesh,Lakshmanan Gopi Krishnan ,0.4,Nokia,HKG-2016-81042,"Nokia Audio Dock, Full Size",-61,4,North,403,Consumer,2017/6/20,2017/6/25,Standard Class,Uttarakhand,Phones,Small Box,Nelson,Regular Air,4.13,0.99,Low
Technology,Raiganj,Johny Bane ,0.4,Apple,HKG-2017-81119,"Apple Speaker Phone, Cordless",-76,4,East,303,Corporate,2018/5/5,2018/5/7,Second Class,West Bengal,Phones,Small Box,Bryant,Regular Air,6.48,8.74,High
Furniture,Krishnanagar,Amit Singh ,0.4,Sauder,HKG-2017-83240,"Sauder Floating Shelf Set, Mobile",-24,4,East,473,Home Office,2018/9/30,2018/10/5,Second Class,West Bengal,Bookcases,Small Pack,Franklin,Express Air,12.98,3.14,Medium
Technology,Gangarampur,Abhay Parmar ,0.4,Belkin,HKG-2017-86404,"Belkin Keyboard, Programmable",-27,8,East,410,Corporate,2018/10/6,2018/10/8,Second Class,West Bengal,Accessories,Small Pack,Edwards,Regular Air,1.74,4.08,Medium
Furniture,Ongole,Anand Nag Chowdhury ,0.4,Hon,HKG-2016-86299,"Hon Wood Table, Rectangular",-85,2,South,635,Home Office,2017/3/26,2017/3/29,Second Class,Andhra Pradesh,Tables,Jumbo Drum,Mcdonald,Delivery Truck,68.81,60,Low
Furniture,Adilabad,Kamalesh Purswani ,0.4,Harbour Creations,HKG-2017-82568,"Harbour Creations Chairmat, Set of Two",-116,4,South,178,Consumer,2018/12/23,2018/12/27,Standard Class,Telangana,Chairs,Small Pack,Porter,Regular Air,85.99,1.25,High
Technology,Reoti,Subbaiah Kulkarni ,0.4,Logitech,HKG-2017-82568,"Logitech Numeric Keypad, Programmable",-21,2,East,57,Consumer,2018/12/23,2018/12/27,Standard Class,Bihar,Accessories,Wrap Bag,Marietta,Express Air,5.84,0.83,High
Office Supplies,Arrah,Amit Pandey ,0.4,Jiffy,HKG-2016-83975,"Jiffy Interoffice Envelope, Security-Tint",-6,1,East,29,Consumer,2017/10/12,2017/10/18,Standard Class,Bihar,Envelopes,Small Pack,Porter,Regular Air,85.99,1.25,High
Office Supplies,Sakti,Shiv MN ,0.4,Accos,HKG-2016-83975,"Accos Staples, Metal",-4,1,Central,7,Consumer,2017/10/12,2017/10/18,Standard Class,Chhattisgarh,Fasteners,Jumbo Drum,Mcdonald,Delivery Truck,68.81,60,Low
Technology,Damnagar,MUNEERUL Bejugam ,0.4,Brother,HKG-2016-83226,"Brother Fax and Copier, Color",-70,2,West,232,Home Office,2017/6/19,2017/6/25,Standard Class,Gujarat,Copiers,Small Box,Carpenter,Regular Air,115.99,5.92,Low
Office Supplies,Dhoraji,Balaji Rajan ,0.4,BIC,HKG-2016-83226,"BIC Highlighters, Blue",4,2,West,23,Home Office,2017/6/19,2017/6/25,Standard Class,Gujarat,Art,Wrap Bag,Marietta,Express Air,5.84,0.83,High
Office Supplies,Tumkur,Mohan Pareek ,0.4,Avery,HKG-2016-83226,"Avery Removable Labels, Alphabetical",-4,2,South,13,Home Office,2017/6/19,2017/6/25,Standard Class,Karnataka,Labels,Jumbo Drum,Marietta,Delivery Truck,279.81,23.19,High
Office Supplies,Tellicherry,Bhaskar Vissu ,0.4,SanDisk,HKG-2016-83226,"SanDisk Message Books, Recycled",-5,2,South,28,Home Office,2017/6/19,2017/6/25,Standard Class,Kerala,Paper,Jumbo Drum,Marietta,Delivery Truck,279.81,23.19,High
Office Supplies,Khandwa,Dageesh P ,0.4,Kraft,HKG-2014-84402,"Kraft Manila Envelope, Recycled",-9,4,Central,61,Consumer,2015/8/19,2015/8/20,First Class,Madhya Pradesh,Envelopes,Small Box,Carpenter,Regular Air,115.99,5.92,Low
Office Supplies,Shillong,Parmod Patil ,0.4,Fellowes,HKG-2014-84402,"Fellowes Lockers, Industrial",-233,4,North East,499,Consumer,2015/8/19,2015/8/20,First Class,Meghalaya,Storage,Small Box,Mcdonald,Express Air,195.99,3.99,Low
Technology,Pilani,Arpan P ,0.4,Belkin,HKG-2017-86551,"Belkin Memory Card, Bluetooth",-28,2,North,138,Home Office,2018/2/20,2018/2/24,Standard Class,Rajasthan,Accessories,Small Box,Mcdonald,Express Air,195.99,3.99,Low
Office Supplies,Nagercoil,Yashwant Deshmukh ,0.4,Acco,HKG-2014-84444,"Acco Index Tab, Economy",-1,2,South,12,Corporate,2015/12/30,2016/1/6,Standard Class,Tamil Nadu,Binders,Wrap Bag,Garden,Regular Air,1.86,2.58,High
Office Supplies,Jaigaon,Amitkumar Kumar Singh ,0.4,Novimex,HKG-2014-84444,"Novimex File Folder Labels, Laser Printer Compatible",-3,1,East,5,Corporate,2015/12/30,2016/1/6,Standard Class,West Bengal,Labels,Wrap Bag,Garden,Regular Air,1.86,2.58,High
Technology,Port Blair,Jules Shelar ,0.6,Logitech,HKG-2017-83086,"Logitech Router, Bluetooth",-876,6,East,594,Consumer,2018/10/10,2018/10/14,Standard Class,Andaman and Nicobar Islands,Accessories,Large Box,Snyder,Regular Air,320.98,24.49,High
Office Supplies,Port Blair,Jules Shelar ,0.6,Jiffy,HKG-2017-83086,"Jiffy Business Envelopes, Set of 50",-32,4,East,31,Consumer,2018/10/10,2018/10/14,Standard Class,Andaman and Nicobar Islands,Envelopes,Large Box,Snyder,Regular Air,320.98,24.49,High
Office Supplies,Ramanayyapeta,Arunkumar Adkar ,0.6,Tenex,HKG-2017-83086,"Tenex Lockers, Wire Frame",-65,2,South,163,Consumer,2018/10/10,2018/10/14,Standard Class,Andhra Pradesh,Storage,Jumbo Box,Gutierrez,Delivery Truck,400.98,76.37,High
Office Supplies,Saharsa,Narendra Hiremath Patil ,0.6,Ibico,HKG-2017-83086,"Ibico Index Tab, Economy",-9,6,East,25,Consumer,2018/10/10,2018/10/14,Standard Class,Bihar,Binders,Small Box,Barnett,Regular Air,30.98,6.5,Low
Office Supplies,Deesa,Shiv MN ,0.6,Avery,HKG-2017-83086,"Avery Legal Exhibit Labels, 5000 Label Set",-8,4,West,19,Consumer,2018/10/10,2018/10/14,Standard Class,Gujarat,Labels,Small Box,Barnett,Regular Air,51.75,19.99,Low
Technology,Savanur,Monali Maurya ,0.4,Brother,HKG-2015-86943,"Brother Personal Copier, Digital",-86,6,South,513,Home Office,2016/12/2,2016/12/7,Standard Class,Karnataka,Copiers,Large Box,Snyder,Regular Air,320.98,24.49,High
Office Supplies,Malavalli,Mahesh Kamble ,0.6,Avery,HKG-2015-86229,"Avery Legal Exhibit Labels, Laser Printer Compatible",-11,2,South,9,Consumer,2016/8/2,2016/8/4,First Class,Karnataka,Labels,Small Box,Mcdonald,Regular Air,6.48,6,Low
Technology,Mandsaur,Sarath Kumar ,0.4,StarTech,HKG-2017-81378,"StarTech Card Printer, White",-3,2,Central,194,Consumer,2018/10/22,2018/10/22,Same Day,Madhya Pradesh,Machines,Large Box,Mcdonald,Regular Air,599.99,24.49,Low
Furniture,Datia,Ganesh Dokras ,0.4,Eldon,HKG-2017-81875,"Eldon Light Bulb, Durable",2,2,Central,27,Consumer,2018/9/24,2018/9/27,First Class,Madhya Pradesh,Furnishings,Small Box,Harper,Regular Air,11.35,8.6,Not Specified
Furniture,Khargone,S. Singh ,0.4,Novimex,HKG-2017-81875,"Novimex Executive Leather Armchair, Black",-339,2,Central,550,Consumer,2018/9/24,2018/9/27,First Class,Madhya Pradesh,Chairs,Small Box,Barnett,Regular Air,30.98,6.5,Low
Office Supplies,Konark,Bir Yellegowda ,0.4,Accos,HKG-2015-80832,"Accos Staples, Metal",-9,2,East,13,Consumer,2016/5/2,2016/5/9,Standard Class,Orissa,Fasteners,Small Box,Barnett,Regular Air,51.75,19.99,Low
Office Supplies,Makrana,Varun Kumar ,0.4,Kraft,HKG-2014-81917,"Kraft Manila Envelope, Set of 50",-15,2,North,32,Consumer,2015/5/31,2015/6/2,First Class,Rajasthan,Envelopes,Small Box,Mcdonald,Regular Air,6.48,6,Low
Office Supplies,Jaipur,Manish Kanade ,0.4,Acme,HKG-2015-83905,"Acme Shears, Serrated",-54,4,North,112,Corporate,2016/11/24,2016/11/29,Standard Class,Rajasthan,Supplies,Large Box,Mcdonald,Regular Air,599.99,24.49,Low
Office Supplies,Cuddalore,G. Singh ,0.4,Enermax,HKG-2014-85354,"Enermax Computer Printout Paper, Multicolor",-10,2,South,36,Corporate,2015/9/13,2015/9/17,Second Class,Tamil Nadu,Paper,Jumbo Box,Gutierrez,Delivery Truck,400.98,76.37,High
Technology,Ghaziabad,Ravikant Gadde ,0.4,Konica,HKG-2014-85354,"Konica Inkjet, White",-211,4,East,745,Corporate,2015/9/13,2015/9/17,Second Class,Uttar Pradesh,Machines,Small Box,Lee,Regular Air,7.96,4.95,Low
Office Supplies,Hardoi,Abha Babu ,0.4,Binney & Smith,HKG-2014-86950,"Binney & Smith Highlighters, Blue",-34,6,East,60,Consumer,2015/1/22,2015/1/23,First Class,Uttar Pradesh,Art,Small Box,Harper,Regular Air,11.35,8.6,Not Specified
Office Supplies,Bhadreswar,R Rout ,0.4,Stockwell,HKG-2014-86950,"Stockwell Staples, Metal",-4,1,East,6,Consumer,2015/1/22,2015/1/23,First Class,West Bengal,Fasteners,Small Box,Lee,Regular Air,7.96,4.95,Low
Office Supplies,Chakia,Janardhan Telang ,0.4,Novimex,HKG-2017-83072,"Novimex Shipping Labels, Adjustable",-5,6,East,32,Consumer,2018/6/3,2018/6/10,Standard Class,Bihar,Labels,Small Box,Carroll,Regular Air,65.99,8.99,High
Technology,Jamnagar,Matthew Menon ,0.4,Okidata,HKG-2016-84717,"Okidata Printer, Durable",-435,6,West,967,Consumer,2017/10/8,2017/10/10,Second Class,Gujarat,Machines,Small Box,Rice,Regular Air,223.98,15.01,Urgent
Office Supplies,Munnar,Sagar Katiyar ,0.4,Eldon,HKG-2017-83828,"Eldon Folders, Industrial",-13,2,South,21,Consumer,2018/5/10,2018/5/17,Standard Class,Kerala,Storage,Medium Box,Woods,Regular Air,9.77,6.02,High
Office Supplies,Kochi,Mohan Anchan ,0.4,GlobeWeis,HKG-2017-83828,"GlobeWeis Mailers, with clear poly window",-34,4,South,101,Consumer,2018/5/10,2018/5/17,Standard Class,Kerala,Envelopes,Small Box,Carroll,Regular Air,65.99,8.99,High
